dds_reference,operator_name,operator_address,operator_eori,supplier_name,commodity,hs_code,product_description,quantity_kg,estimated_annual_qty,country_of_production,geolocation_lat,geolocation_lon,production_date,prior_dds_reference,dd_confirmation,submission_date,risk_level,status,status_group
DDS-26-00248,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),8034.0,110604.96467503296,US,37.504386121606736,-94.52808844947201,2026-08-02,DDS-UP-4902,1,2026-09-19,low,valid,valid
DDS-26-00249,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,22441.7,247589.54948940626,IE,54.56382320891632,-6.508137584205622,2025-09-20,DDS-UP-2391,1,2026-01-09,low,valid,valid
DDS-26-00250,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),7646.1,79196.13250215135,BR,-10.296537815132375,-55.19505136469505,2026-09-27,,1,2026-12-07,standard,flagged: missing_prior,missing_prior
DDS-26-00251,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,3169.8,33089.78092225096,IE,52.02406230740743,-8.591862121162299,2026-04-25,DDS-UP-8365,1,2026-08-01,low,valid,valid
DDS-26-00252,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,4361.6,57308.97987834684,IE,53.15575123075338,-7.809960214830758,2026-08-05,DDS-UP-1660,1,2026-09-22,low,valid,valid
DDS-26-00253,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,20592.2,233427.46629134033,IE,52.867228266512846,-7.659620973863811,2026-02-05,DDS-UP-7625,1,2026-05-16,low,valid,valid
DDS-24-00254,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,3702.5,43622.06004223396,IE,54.21169026033155,-8.780620882180633,2023-11-26,,1,2024-03-17,low,valid,valid
DDS-26-00255,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,48x8,Toilet tissue rolls,22611.2,197512.58445401557,IE,54.552285744534736,-8.975038457919654,2026-10-01,DDS-UP-3110,1,2026-12-29,low,flagged: invalid_hs,invalid_hs
DDS-25-00256,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,17238.7,166351.5693300692,SE,59.89946913171602,15.673292541392119,2025-09-24,DDS-UP-4517,1,2025-12-20,low,valid,valid
DDS-25-00257,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),22128.1,195245.43386420025,BR,-10.142470353462313,-55.76264566226426,2025-04-16,DDS-UP-2437,1,2025-06-10,standard,valid,valid
DDS-26-00258,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,24740.4,278752.7299704291,IE,52.54744326541024,-6.21773816789311,2025-10-29,,1,2026-01-29,low,valid,valid
DDS-24-00259,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,5866.0,48990.17694086866,IE,52.76481325600403,-8.388692945693078,2024-02-02,,1,2024-05-02,low,valid,valid
DDS-24-00260,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,6408.2,87707.84704556316,IE,54.79881724043403,-6.278060414799494,2024-06-21,DDS-UP-1916,1,2024-10-02,low,valid,valid
DDS-26-00261,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),6295.5,51429.44675830398,AR,-34.43558609630452,-62.98233324308227,2026-05-20,DDS-UP-6878,1,2026-09-16,standard,valid,valid
DDS-26-00262,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,13782.1,160009.8601343891,IE,,,2026-08-09,DDS-UP-1621,1,2026-09-10,low,flagged: missing_geo,missing_geo
DDS-24-00263,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,4847.8,40514.69238008094,IE,54.55368855776194,-8.595606849943577,2024-10-01,,1,2024-11-18,low,valid,valid
DDS-26-00264,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,9653.0,83075.581232525,SE,60.92309949645968,16.039442662737404,2026-07-21,,1,2026-09-27,low,flagged: missing_prior,missing_prior
DDS-26-00265,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,16404.9,189209.21046363746,BR,-9.802943923726078,-55.189394851211254,2026-02-24,DDS-UP-6846,1,2026-04-17,standard,valid,valid
DDS-24-00266,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,23743.1,235277.53575991254,IE,52.68355179415676,-8.66687513450911,2023-10-09,DDS-UP-1530,1,2024-01-25,low,valid,valid
DDS-26-00267,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,8996.8,108142.8623683935,IE,54.61006338066276,-8.778069895554296,2026-04-25,DDS-UP-2453,1,2026-07-06,low,valid,valid
DDS-25-00268,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,18150.1,250736.57021510418,IE,52.54862258940583,-8.996615659807299,2025-02-06,DDS-UP-8179,1,2025-04-29,low,valid,valid
DDS-25-00269,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,16448.8,210465.14943927724,IE,53.43807190303536,-8.895714321088635,2025-11-01,DDS-UP-3664,1,2025-12-05,low,valid,valid
DDS-25-00270,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,4442.2,61798.36095228192,IE,54.654986394302355,-8.977398794700022,2024-10-14,DDS-UP-2525,1,2025-01-13,low,valid,valid
DDS-25-00271,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,2980.8,33756.59002948931,IE,53.76090552579605,-7.378047123035343,2025-07-18,DDS-UP-4112,1,2025-10-25,low,valid,valid
DDS-26-00272,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,4263.0,50092.576413976494,IE,52.51264485484173,-9.05109367088447,2025-11-22,DDS-UP-8005,1,2026-02-21,low,valid,valid
DDS-24-00273,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,8054.7,77244.78550477981,IE,52.312496575076665,-8.324565601861678,2024-05-12,DDS-UP-9013,1,2024-09-01,low,valid,valid
DDS-25-00274,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,11273.6,100411.52062708727,IE,54.456478078248615,-8.091795005204165,2025-07-09,DDS-UP-5400,1,2025-11-05,low,valid,valid
DDS-26-00275,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,6074.1,63849.678518156084,IE,52.83137415963814,-7.575652981981934,2026-09-04,DDS-UP-7342,1,2026-12-11,low,valid,valid
DDS-25-00276,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,22618.0,303142.9554821868,BR,-10.281857128106344,-55.793073941552734,2025-03-03,,1,2025-06-14,standard,flagged: missing_prior,missing_prior
DDS-25-00277,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,cattle,2309,Beef pet food complete,24318.0,256317.7848093405,IE,52.160845624266294,-6.92843373308242,2024-09-21,,1,2025-01-16,low,valid,valid
DDS-25-00278,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,22897.3,259021.70264455632,BR,-10.118321363302806,-53.99767564397199,2025-02-24,DDS-UP-7358,1,2025-04-30,standard,valid,valid
DDS-26-00279,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,3256.7,37048.553196938774,SE,58.63709139197805,15.6012363647608,2026-01-23,DDS-UP-2641,1,2026-03-06,low,valid,valid
DDS-25-00280,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,12396.8,129147.92540730741,IE,54.440407353875095,-6.566319311911836,2025-01-18,DDS-UP-1613,1,2025-05-07,low,valid,valid
DDS-25-00281,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,1707.6,13868.098083371226,IE,51.91634759744538,-6.531277358257228,2025-05-11,DDS-UP-5400,1,2025-07-18,low,valid,valid
DDS-26-00282,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,3792.4,49130.31442064916,SE,61.174704349700725,15.554556081404181,2026-10-09,,1,2026-12-12,low,flagged: missing_prior,missing_prior
DDS-26-00283,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,cattle,2309,Beef pet food complete,18653.1,241111.9171328863,IE,52.0678605509088,-7.874850205822502,2026-07-31,,1,2026-11-03,low,valid,valid
DDS-26-00284,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,22043.6,202897.24456989672,IE,53.928708195093165,-7.989844576962669,2026-06-25,DDS-UP-4158,1,2026-08-01,low,valid,valid
DDS-25-00285,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,12875.6,121695.38878418802,IE,54.554093208023346,-7.086098164339891,2025-02-15,DDS-UP-3029,1,2025-05-18,low,valid,valid
DDS-25-00286,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,21022.5,216939.46087891413,IE,54.41144231575539,-7.43935925473272,2025-06-17,DDS-UP-2480,1,2025-08-06,low,valid,valid
DDS-25-00287,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,soy,2309,Complete dog food (soy),7092.5,97896.57272803826,AR,-34.857044238065676,-64.83594676895335,2024-11-26,DDS-UP-1328,1,2025-03-23,standard,valid,valid
DDS-24-00288,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,15404.4,188799.54867220353,SE,60.54211466252507,15.3034258514836,2023-12-29,,1,2024-03-03,low,flagged: missing_prior,missing_prior
DDS-25-00289,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,13255.6,182912.86754120444,IE,52.84612759781624,-8.444003872166371,2025-09-08,DDS-UP-2676,1,2025-11-24,low,valid,valid
DDS-25-00290,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4401,Firelogs 700g,24714.8,303165.6426670103,IE,52.64803063344529,-7.146760592428494,2025-08-16,DDS-UP-5536,1,2025-12-07,low,valid,valid
DDS-26-00291,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,10400.4,124101.76855822546,IE,54.09642316491087,-6.500938865763516,2026-06-13,DDS-UP-3292,1,2026-08-19,low,valid,valid
DDS-26-00292,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,20492.4,242422.66445524804,IE,52.964824763016374,-9.094042985520728,2026-03-11,DDS-UP-4643,1,2026-06-09,low,valid,valid
DDS-26-00293,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),4937.8,60987.35946021558,AR,-33.978055433179556,-62.96374226726621,2026-06-04,DDS-UP-3096,1,2026-09-13,standard,valid,valid
DDS-24-00294,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,5971.5,79546.71754196852,IE,53.83913710786978,-8.193102610384644,2024-06-28,,1,2024-09-13,low,valid,valid
DDS-26-00295,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,14717.7,161936.85512742764,IE,54.353641664634225,-7.788390296987959,2026-06-06,DDS-UP-8736,1,2026-10-01,low,valid,valid
DDS-24-00296,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,8895.4,123823.03874471548,IE,51.96218591192772,-6.637280688789969,2024-10-11,,1,2024-11-28,low,valid,valid
DDS-26-00297,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,8178.6,102781.77221846995,IE,54.13682353230144,-7.737257462755678,2026-02-18,DDS-UP-8406,1,2026-04-10,low,valid,valid
DDS-24-00298,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,16020.4,131789.44815257538,IE,54.155632717093134,-6.8607426310768425,2024-09-23,DDS-UP-8821,1,2024-11-17,low,valid,valid
DDS-26-00299,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,17080.3,226517.4152346729,BR,-9.323980823407773,-54.22945678606863,2025-11-11,DDS-UP-5076,1,2026-01-19,standard,valid,valid
DDS-26-00300,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,23737.4,238015.16870969912,IE,53.566012064504214,-8.698939438195072,2026-05-07,DDS-UP-9524,1,2026-09-01,low,valid,valid
DDS-25-00301,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,1507,Soybean oil blend,968.6,7876.1511719365335,BR,-9.295848671566427,-55.4222473409001,2024-11-04,DDS-UP-3149,1,2025-02-06,standard,valid,valid
DDS-26-00302,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,19395.6,231222.8165967218,IE,53.751621140363675,-9.087909716922214,2026-09-06,DDS-UP-1785,1,2026-10-08,low,valid,valid
DDS-25-00303,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,4251.6,50891.59867024389,IE,53.13294286683769,-8.829214811013287,2024-12-31,DDS-UP-1152,1,2025-04-24,low,valid,valid
DDS-26-00304,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,18109.8,198962.12931970286,IE,53.902179038610235,-7.9435227446857235,2026-07-08,DDS-UP-2867,1,2026-10-23,low,valid,valid
DDS-26-00305,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,4429.2,48207.34041199875,IE,53.36943832277774,-8.594980430053432,2026-04-06,DDS-UP-4402,1,2026-06-05,low,valid,valid
DDS-26-00306,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,23761.4,204532.02146823218,IE,54.520640132809376,-6.694303504210277,2026-03-09,,1,2026-05-10,low,valid,valid
DDS-24-00307,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,21916.4,264324.91613275174,IE,54.73187285876323,-8.407624931686877,2024-04-07,,1,2024-06-30,low,valid,valid
DDS-26-00308,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,16356.4,157182.65508161922,IE,54.07461201452371,-9.062332738719755,2026-08-11,DDS-UP-8171,1,2026-09-21,low,valid,valid
DDS-25-00309,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,17402.6,222430.58954358622,IE,52.141495999711246,-7.9992493220647445,2025-10-02,DDS-UP-7909,1,2025-11-15,low,valid,valid
DDS-24-00310,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,12325.5,126687.70936795723,IE,54.744707511569565,-6.66695045770566,2024-07-25,DDS-UP-8178,1,2024-10-08,low,valid,valid
DDS-26-00311,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,23049.8,193157.69922757105,SE,61.23985073950596,15.681835904123885,2026-06-28,DDS-UP-7738,1,2026-10-19,low,valid,valid
DDS-26-00312,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,5987.6,66549.76742846963,IE,53.83378676306049,-6.897413845130269,2025-10-30,,1,2026-02-25,low,valid,valid
DDS-25-00313,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,cattle,2309,Beef pet food complete,16214.4,178900.0490254069,IE,,,2025-05-03,DDS-UP-1894,1,2025-08-01,low,flagged: missing_geo,missing_geo
DDS-25-00314,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),1733.6,16313.175999909374,US,37.72459572743095,-95.0250561165668,2025-01-13,DDS-UP-7203,1,2025-04-11,low,valid,valid
DDS-25-00315,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,18758.4,212772.51818601857,IE,52.06405958510762,-7.704631561478941,2025-06-02,DDS-UP-7609,1,2025-07-02,low,valid,valid
DDS-26-00316,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,soy,2309,Complete dog food (soy),5567.9,46356.39376098442,AR,-32.610486255159984,-63.58738563274001,2026-08-21,DDS-UP-6584,1,2026-10-18,standard,valid,valid
DDS-26-00317,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,23x9,Complete dog food (soy),18039.9,234145.33385073624,BR,-9.697750800406382,-54.70014654532521,2026-04-09,DDS-UP-4633,1,2026-06-15,standard,flagged: invalid_hs,invalid_hs
DDS-25-00318,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,18691.5,170564.80482621878,IE,52.11896668774883,-6.509368643965825,2025-09-27,DDS-UP-5166,1,2025-12-16,low,valid,valid
DDS-26-00319,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,23202.3,293111.66377369844,SE,59.17173629217121,14.513800645793209,2026-04-19,,1,2026-07-15,low,flagged: missing_prior,missing_prior
DDS-24-00320,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,1690.0,18416.930110254292,IE,53.312592728465106,-6.308435731407361,2023-11-08,,1,2024-02-11,low,valid,valid
DDS-26-00321,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,cattle,2309,Beef pet food complete,9991.4,102991.10973246307,BR,-9.924546862127906,-55.979049189452205,2026-05-11,DDS-UP-6273,1,2026-08-26,standard,valid,valid
DDS-26-00322,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,soy,2309,Complete dog food (soy),20217.5,246834.76732396783,AR,-34.679212360131665,-62.609219386960746,2026-10-02,DDS-UP-9393,1,2026-12-11,standard,valid,valid
DDS-26-00323,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,cattle,2309,Beef pet food complete,17322.0,212408.92318460924,BR,-10.102250146478209,-55.89733275302397,2026-02-12,,1,2026-04-05,standard,flagged: missing_prior,missing_prior
DDS-25-00324,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4401,Firelogs 700g,14778.8,178017.457744518,IE,52.76714419224156,-8.853784243149125,2025-05-02,,1,2025-08-08,low,valid,valid
DDS-24-00325,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4818,Toilet tissue rolls,1800.1,16138.99882014349,SE,61.02491433798009,15.068189958627606,2024-02-24,DDS-UP-5374,1,2024-04-30,low,valid,valid
DDS-25-00326,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,cattle,2309,Beef pet food complete,1291.5,17058.406110448024,IE,51.98609847181875,-6.8469277971579015,2024-11-16,,1,2025-02-25,low,valid,valid
DDS-26-00327,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,2309,Complete dog food (soy),7547.1,103698.75262725755,AR,-33.816188341627566,-64.78721358230139,2026-04-09,DDS-UP-7251,1,2026-08-04,standard,valid,valid
DDS-26-00328,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,20834.6,247635.77019988024,IE,51.83889571302391,-8.445976614883083,2025-12-18,,1,2026-04-02,low,valid,valid
DDS-25-00329,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,24594.6,214369.55548040447,IE,54.128440235366995,-6.307130530621908,2025-05-05,DDS-UP-3847,1,2025-06-09,low,valid,valid
DDS-25-00330,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,48x8,Toilet tissue rolls,11925.1,138107.94588382792,IE,52.19019959034611,-7.448041826948207,2025-01-07,,1,2025-04-27,low,flagged: invalid_hs,invalid_hs
DDS-25-00331,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,8287.5,105396.6909510501,IE,53.271652823461025,-7.48196902833521,2025-06-25,DDS-UP-4012,1,2025-08-14,low,valid,valid
DDS-25-00332,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,8611.1,97891.05454186036,IE,52.0758366618172,-8.536405756695642,2024-11-16,DDS-UP-9691,1,2025-03-09,low,valid,valid
DDS-26-00333,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,6473.8,82717.2931652037,IE,53.137001738854075,-6.486510624536924,2026-02-11,DDS-UP-6258,1,2026-03-27,low,valid,valid
DDS-26-00334,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,13100.6,119936.96673618357,IE,52.648486982838186,-6.4659922201141455,2026-05-28,DDS-UP-8975,1,2026-08-31,low,valid,valid
DDS-26-00335,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,2104.1,22188.274646976122,IE,54.7148863097193,-6.880044445291725,2025-12-08,DDS-UP-4492,1,2026-01-20,low,valid,valid
DDS-25-00336,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,18798.8,154663.70352189936,SE,61.235911695127726,15.72412510458842,2025-09-17,DDS-UP-8523,1,2025-10-26,low,valid,valid
DDS-25-00337,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,wood,4818,Toilet tissue rolls,10487.0,84958.81350763318,IE,53.47425261595343,-7.475113117211626,2024-11-30,DDS-UP-7626,1,2025-03-26,low,valid,valid
DDS-26-00338,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4818,Toilet tissue rolls,17671.6,224806.63315240323,IE,53.96085704308039,-9.010287227720903,2026-04-30,DDS-UP-9238,1,2026-07-07,low,valid,valid
DDS-26-00339,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Western Hygiene Supplies,wood,4401,Firelogs 700g,12112.7,154807.8476366278,IE,54.58007263923457,-8.055759276558907,2026-05-24,DDS-UP-3234,1,2026-08-31,low,valid,valid
DDS-26-00340,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,16374.5,144885.55823496345,IE,52.69416950964828,-6.539065643083254,2026-11-03,,1,2026-12-08,low,valid,valid
DDS-25-00341,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,18665.0,250741.2831182619,IE,53.41145614566338,-6.359061832313385,2025-03-17,,1,2025-06-20,low,valid,valid
DDS-24-00342,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4818,Toilet tissue rolls,20091.7,273130.97374832263,IE,53.65065476972047,-8.441774666436176,2024-07-17,,1,2024-10-25,low,valid,valid
DDS-24-00343,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,wood,4401,Firelogs 700g,14724.6,177104.15212730964,IE,52.67195800256025,-8.997911727785596,2024-07-31,,1,2024-09-29,low,valid,valid
DDS-25-00344,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,16655.8,169671.97859585666,IE,54.50035577252876,-8.246642188298823,2025-08-31,DDS-UP-3496,1,2025-11-09,low,valid,valid
DDS-26-00345,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Atlantic Mills,soy,1507,Soybean oil blend,11185.0,138669.80432287743,BR,-11.060355657797118,-54.14301966380643,2026-03-13,,1,2026-06-12,standard,flagged: missing_prior,missing_prior
DDS-25-00346,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4401,Firelogs 700g,2508.4,23023.579109401904,IE,52.71641538933601,-7.5449845215194085,2024-10-02,DDS-UP-3293,1,2025-01-20,low,valid,valid
DDS-24-00347,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,14683.1,120694.16953081383,IE,51.8558908846137,-7.6784650661432785,2024-03-14,,1,2024-05-16,low,valid,valid
DDS-25-00348,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Killeen Paper Mills,wood,4401,Firelogs 700g,22340.2,245892.7512392151,BR,-10.583688147651223,-54.174408283487715,2025-07-11,DDS-UP-5767,1,2025-08-21,standard,valid,valid
DDS-26-00349,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Millbrook Oils,wood,4818,Toilet tissue rolls,17262.0,154586.98426823635,IE,53.78803546813609,-6.6560544796884,2026-05-10,,1,2026-08-20,low,valid,valid
DDS-25-00350,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Longford Fuels,soy,2309,Complete dog food (soy),1490.3,14286.228451806423,AR,-32.596793320487464,-63.292240573495526,2025-10-11,,1,2025-12-09,standard,flagged: missing_prior,missing_prior
DDS-25-00351,Stonehouse Marketing Ltd,"Dublin, Ireland",IE1234567,Connolly Pet Foods,wood,4818,Toilet tissue rolls,22098.0,305187.7084540709,IE,54.52317827771888,-8.116245906321113,2025-08-07,DDS-UP-6309,1,2025-11-26,low,valid,valid
